game_key,event,year,name,id,category,start_time,duration,runners,host,max_viewers,median_donation,total_donations,donations_per_min,num_chats,is_Bonus,is_TASBot,has_Incentive,has_Goal,developer,publisher,initial_release_year,initial_consoles,initial_consoles_clean,initial_generation,metascore,user_score,was_on_PC,chats_per_hour,is_Sony,is_Nintendo,is_Microsoft,is_Sega,is_Atari,is_PC,is_Mobile,is_Arcade,is_Other
AGDQ_2020_Animorphs (GBC),AGDQ,2020,Animorphs (GBC),88736,125% — GBC,2020-01-09 08:15:00,0.8752777777777778,Keizaron,Edobean,107609.0,15.0,6630.13,126.248111710568,7321.0,1.0,0.0,1.0,1.0,Runny-Fun,Ubisoft,2000.0,Game Boy Color,Game Boy Color,5,,,0.0,8364.201840685497,0,1,0,0,0,0,0,0,0
AGDQ_2020_Super Hydlide,AGDQ,2020,Super Hydlide,70,any% — Genesis,2020-01-09 09:23:00,0.8869444444444444,Mike Uyama,Patty,98689.0,15.0,3743.8,70.3501409332916,3050.0,0.0,0.0,1.0,1.0,T&E Soft,Seismic,1989.0,Sega Genesis,Sega Genesis,4,,,0.0,3438.772314437833,0,0,0,1,0,0,0,0,0
AGDQ_2020_Hoshi wo Miru Hito,AGDQ,2020,Hoshi wo Miru Hito,71,any% 1 player 2 controllers — Famicom,2020-01-09 10:28:00,0.7855555555555556,dowolf,Patty,104572.0,20.0,1052.0,22.3196605374823,2001.0,0.0,0.0,0.0,0.0,HOT・B,HOT・B,1987.0,Famicom,NES,3,,,0.0,2547.2418670438474,0,1,0,0,0,0,0,0,0
AGDQ_2020_Sword of the Black Stone,AGDQ,2020,Sword of the Black Stone,72,All Bosses & Companions — PC,2020-01-09 11:26:00,0.21833333333333335,authorblues,Patty,88214.0,15.0,325.0,24.8091603053435,1216.0,0.0,0.0,0.0,0.0,Unknown,Unknown,1990.0,DOS,PC,Various,,,1.0,5569.465648854962,0,0,0,0,0,1,0,0,0
AGDQ_2020_Castle of Dragon,AGDQ,2020,Castle of Dragon,73,Any% — NES,2020-01-09 11:46:00,0.18777777777777777,Apollo22237,Patty,89658.0,10.0,186.0,16.508875739645,864.0,0.0,0.0,0.0,0.0,Athena,Seta,1990.0,NES,NES,3,,,0.0,4601.183431952663,0,1,0,0,0,0,0,0,0
AGDQ_2020_Wild Animal Sports Day,AGDQ,2020,Wild Animal Sports Day,74,600% Relay — PC,2020-01-09 12:05:00,0.12833333333333333,"Zic3, Bullets, SNeaky, Scrublord",Patty,91623.0,10.0,300.0,38.961038961039,1121.0,0.0,0.0,0.0,0.0,Marbenx,Marbenx,2018.0,PC,PC,Various,,,1.0,8735.064935064935,0,0,0,0,0,1,0,0,0
AGDQ_2020_The Adventures of Rocky and Bullwinkle and Friends,AGDQ,2020,The Adventures of Rocky and Bullwinkle and Friends,75,any% — NES,2020-01-09 12:19:00,0.08,coolkid,YoBGS,90612.0,10.0,465.0,96.875,394.0,0.0,0.0,0.0,0.0,Imagineering,THQ,1992.0,"NES, SNES, Game Boy","NES, SNES, Game Boy",3,,,0.0,4925.0,0,1,0,0,0,0,0,0,0
AGDQ_2020_Jurassic Park III: Dino Defender,AGDQ,2020,Jurassic Park III: Dino Defender,76,Any% — PC,2020-01-09 12:30:00,0.2683333333333333,Winslinator,YoBGS,94843.0,20.0,1392.0,86.4596273291925,929.0,0.0,0.0,0.0,0.0,Knowledge Adventure,Universal Interactive,2001.0,PC,PC,Various,,,1.0,3462.111801242236,0,0,0,0,0,1,0,0,0
AGDQ_2020_Cybergenic Ranger: Secret of the Seventh Planet,AGDQ,2020,Cybergenic Ranger: Secret of the Seventh Planet,77,1 time% — PC,2020-01-09 12:54:00,0.45416666666666666,NPC,YoBGS,95017.0,15.0,1171.0,42.9724770642202,1690.0,0.0,0.0,1.0,1.0,Symtus,Symtus,1992.0,DOS,PC,Various,,,1.0,3721.1009174311926,0,0,0,0,0,1,0,0,0
AGDQ_2020_Mega Man 3: The Robots are Revolting,AGDQ,2020,Mega Man 3: The Robots are Revolting,24355,Any% — PC,2020-01-09 13:30:00,0.31027777777777776,Lizstar,YoBGS,99144.0,10.0,657.0,35.2909579230081,1422.0,0.0,0.0,1.0,1.0,Hi-Tech Expressions,Hi-Tech Expressions,1992.0,DOS,PC,Various,,,1.0,4582.990152193375,0,0,0,0,0,1,0,0,0
AGDQ_2020_Miracle Ropit's Adventure in 2100,AGDQ,2020,Miracle Ropit's Adventure in 2100,79,Warpless 1-Loop — NES,2020-01-09 13:54:00,0.3358333333333333,Smartball,YoBGS,103849.0,10.0,523.0,25.9553349875931,1451.0,0.0,0.0,0.0,0.0,Unknown,Unknown,1986.0,Famicom,NES,3,,,0.0,4320.595533498759,0,1,0,0,0,0,0,0,0
AGDQ_2020_Barbie,AGDQ,2020,Barbie,80,Any% Race — NES,2020-01-09 14:24:00,0.22944444444444445,"sharif, cajink87",YoBGS,95898.0,10.0,600.0,43.5835351089588,711.0,0.0,0.0,0.0,0.0,Goldfarb & Associates,Epyx,1984.0,Commodore 64,PC,Various,,,0.0,3098.7893462469733,0,0,0,0,0,1,0,0,0
AGDQ_2020_Normy's Beach Babe-O-Rama,AGDQ,2020,Normy's Beach Babe-O-Rama,24358,beat the game — Genesis,2020-01-09 14:46:00,0.27166666666666667,cook,YoBGS,99920.0,10.0,257.03,15.7687116564417,1105.0,0.0,0.0,0.0,0.0,Twilight,Electronic Arts,1994.0,Sega Genesis,Sega Genesis,4,,,0.0,4067.4846625766872,0,0,0,1,0,0,0,0,0
AGDQ_2020_Doctor Hauzer,AGDQ,2020,Doctor Hauzer,82,Any% — 3DO,2020-01-09 15:12:00,0.3261111111111111,PeteDorr,Raelcun,100500.0,10.0,650.0,33.2197614991482,1868.0,0.0,0.0,0.0,0.0,Riverhillsoft,Panasonic,1994.0,3DO,3DO,5,,,0.0,5728.109028960818,0,0,0,0,0,0,0,0,1
AGDQ_2020_Nightcry,AGDQ,2020,Nightcry,83,Two Survivors — PC,2020-01-09 15:39:00,0.8475,Ecdycis,Raelcun,109409.0,15.0,1905.0,37.4631268436578,4589.0,0.0,0.0,0.0,0.0,Nude Maker,Playism,2016.0,PC,PC,Various,52.0,5.5,1.0,5414.749262536873,0,0,0,0,0,1,0,0,0
AGDQ_2020_Fatal Frame,AGDQ,2020,Fatal Frame,84,Any% Normal — PS2,2020-01-09 16:46:00,1.2802777777777776,Maxylobes,KrunchyLex,115028.0,10.0,7300.31,95.0354957691473,4039.0,0.0,0.0,0.0,0.0,Tecmo,Tecmo,2001.0,PlayStation 2,PS2,6,74.0,8.5,0.0,3154.784118029942,1,0,0,0,0,0,0,0,0
AGDQ_2020_Resident Evil 4,AGDQ,2020,Resident Evil 4,85,New Game Pro — PC,2020-01-09 18:16:00,1.5611111111111111,MikeWave,ZoeVermilion,149898.0,15.0,7742.74,82.6627046263345,7421.0,0.0,0.0,0.0,0.0,Capcom Production Studio 4,Capcom,2005.0,GameCube,GameCube,6,96.0,9.2,0.0,4753.6654804270465,0,1,0,0,0,0,0,0,0
AGDQ_2020_The Last of Us: Left Behind,AGDQ,2020,The Last of Us: Left Behind,86,Any% PS4 — PS4,2020-01-09 20:03:00,0.0925,AnthonyCaliber,ZoeVermilion,141049.0,20.0,1320.0,237.837837837838,1087.0,0.0,0.0,0.0,0.0,Naughty Dog,Sony Computer Entertainment,2014.0,PlayStation 3,PS3,7,88.0,8.4,0.0,11751.351351351352,1,0,0,0,0,0,0,0,0
AGDQ_2020_Jak 2,AGDQ,2020,Jak 2,87,Any% Race — Playstation 2,2020-01-09 20:21:00,1.1094444444444445,"headstrong1290, sickynar",Sooraya,135859.0,15.0,6574.49,98.7654982473711,3264.0,0.0,0.0,0.0,0.0,Naughty Dog,Sony Computer Entertainment,2003.0,PlayStation 2,PS2,6,87.0,8.7,0.0,2942.013019529294,1,0,0,0,0,0,0,0,0
AGDQ_2020_Marvel's Spider-Man,AGDQ,2020,Marvel's Spider-Man,88,The Heist Any% — PS4,2020-01-09 21:44:00,0.6722222222222222,Pessilist,Sooraya,133019.0,10.0,9727.59,241.179917355372,2691.0,0.0,0.0,1.0,1.0,Insomniac Games,Sony Interactive Entertainment,2018.0,PlayStation 4,PS4,8,87.0,8.7,0.0,4003.140495867769,1,0,0,0,0,0,0,0,0
AGDQ_2020_Earth Defense Force 5,AGDQ,2020,Earth Defense Force 5,89,"DLC Mission Pack 1, Fencer Class, Hard Difficulty One-handed — PC",2020-01-09 22:39:00,0.8133333333333334,halfcoordinated,Mr. Game and Shout,121268.0,25.0,22747.55,466.138319672131,4935.0,0.0,0.0,1.0,1.0,Sandlot,D3 Publisher,2017.0,PlayStation 4,PS4,8,72.0,8.0,0.0,6067.622950819672,1,0,0,0,0,0,0,0,0
AGDQ_2020_Devil May Cry 5,AGDQ,2020,Devil May Cry 5,90,New Game Human — PC,2020-01-09 23:43:00,1.576111111111111,DECosmic,AnEternalEnigma,126917.0,15.0,67076.0,709.298554811421,5856.0,0.0,0.0,1.0,1.0,Capcom,Capcom,2019.0,"PlayStation 4, Xbox One, PC","PS4, Xbox One, PC",8,88.0,8.5,1.0,3715.4740923510753,1,0,1,0,0,1,0,0,0
AGDQ_2020_Final Fantasy VI,AGDQ,2020,Final Fantasy VI,103299,Any% New Game + — SNES,2020-01-10 01:41:00,0.38527777777777783,Neerrm,YellowKillerBee,129770.0,25.0,4177.13,180.697764960346,2451.0,1.0,0.0,1.0,1.0,Square,Square,1994.0,Super Nintendo Entertainment System,SNES,4,,,0.0,6361.643835616437,0,1,0,0,0,0,0,0,0
AGDQ_2020_Destiny 2,AGDQ,2020,Destiny 2,92,Last Wish - All Encounters — PC,2020-01-10 02:39:00,0.5066666666666667,"Shockwve, ThePackle, Milkman, Tokeegee, Traderkirk, Alexy Sinclair",Prolix,137232.0,25.0,20243.15,665.893092105263,3921.0,0.0,0.0,1.0,1.0,Bungie,Activision,2017.0,"PlayStation 4, Xbox One","PS4, Xbox One",8,85.0,4.4,0.0,7738.815789473683,1,0,1,0,0,0,0,0,0
AGDQ_2020_Fire Emblem: Three Houses,AGDQ,2020,Fire Emblem: Three Houses,93,House Bid War — Switch,2020-01-10 03:27:00,1.5619444444444446,Claris,Chris From Florida,118989.0,25.0,16156.6,172.398363862707,7451.0,0.0,0.0,1.0,0.0,"Intelligent Systems, Koei Tecmo",Nintendo,2019.0,Nintendo Switch,Switch,9,89.0,8.7,0.0,4770.336119509158,0,1,0,0,0,0,0,0,0
AGDQ_2020_BioShock,AGDQ,2020,BioShock,94,Any% — PC,2020-01-10 05:20:00,0.8330555555555555,bloodthunder,CovertMuffin,111740.0,25.0,6401.76,128.077892630877,4250.0,0.0,0.0,0.0,0.0,2K Boston,2K Games,2007.0,"Xbox 360, PC","Xbox 360, PC",7,96.0,8.9,1.0,5101.7005668556185,0,0,1,0,0,1,0,0,0
AGDQ_2020_Wolfenstein: Youngblood,AGDQ,2020,Wolfenstein: Youngblood,95,Any% Co-op — PC,2020-01-10 06:26:00,0.9472222222222222,"TheFuncannon, Bryonato",Prolix,101612.0,25.0,2176.21,38.2910850439883,1855.0,0.0,0.0,0.0,0.0,"MachineGames, Arkane Studios",Bethesda Softworks,2019.0,"PlayStation 4, Xbox One, PC","PS4, Xbox One, PC",8,63.0,2.6,1.0,1958.3577712609972,1,0,1,0,0,1,0,0,0
AGDQ_2020_Subnautica,AGDQ,2020,Subnautica,96,any% — PC,2020-01-10 07:36:00,0.9447222222222222,salvner,SporadicErratic,100920.0,25.0,11390.08,200.942311084975,3107.0,0.0,0.0,0.0,0.0,Unknown Worlds Entertainment,Unknown Worlds Entertainment,2018.0,PC,PC,Various,87.0,8.9,1.0,3288.797412525728,0,0,0,0,0,1,0,0,0
AGDQ_2020_The Sun And Moon,AGDQ,2020,The Sun And Moon,97,Any% — PC,2020-01-10 08:43:00,0.25555555555555554,Gyoo,SmoothOperative,90634.0,10.0,1215.0,79.2391304347826,596.0,0.0,0.0,1.0,1.0,Daniel Linssen,Digerati Distribution,2014.0,PC,PC,Various,,,1.0,2332.1739130434785,0,0,0,0,0,1,0,0,0
AGDQ_2020_140,AGDQ,2020,140,98,Any% — PC,2020-01-10 09:10:00,0.2986111111111111,v_input_output,SmoothOperative,58457.0,25.0,3168.7,176.857674418605,592.0,0.0,0.0,1.0,1.0,Jeppe Carlsen,Double Fine Presents,2013.0,PC,PC,Various,80.0,7.5,1.0,1982.5116279069769,0,0,0,0,0,1,0,0,0
AGDQ_2020_Squidlit,AGDQ,2020,Squidlit,99,All Bosses — PC,2020-01-10 09:39:00,0.16416666666666666,nucular,KrunchyLex,59973.0,20.0,165.0,16.751269035533,362.0,0.0,0.0,0.0,0.0,Squidlit Ink,Squidlit Ink,2018.0,PC,PC,Various,,,1.0,2205.07614213198,0,0,0,0,0,1,0,0,0
AGDQ_2020_Action Henk,AGDQ,2020,Action Henk,100,All Levels — PC,2020-01-10 09:56:00,0.485,badBlackShark,KrunchyLex,66176.0,21.44,1719.43,59.086941580756,884.0,0.0,0.0,0.0,0.0,RageSquid,Curve Digital,2015.0,PC,PC,Various,75.0,7.2,1.0,1822.680412371134,0,0,0,0,0,1,0,0,0
AGDQ_2020_Super Fancy Pants Adventure,AGDQ,2020,Super Fancy Pants Adventure,101,Any% NG+ — PC,2020-01-10 10:32:00,0.36277777777777775,EyeOf_Newt,KrunchyLex,67348.0,15.0,1448.42,66.5430321592649,759.0,0.0,0.0,0.0,0.0,Borne Games,Kongregate,2017.0,PC,PC,Various,,,1.0,2092.1898928024502,0,0,0,0,0,1,0,0,0
AGDQ_2020_Vampire: The Masquerade - Bloodlines,AGDQ,2020,Vampire: The Masquerade - Bloodlines,102,Any% Nosferatu — PC,2020-01-10 11:08:00,0.7133333333333333,Valvinraim,AnEternalEnigma,72459.0,15.0,1165.4,27.2289719626168,1459.0,0.0,0.0,0.0,0.0,Troika Games,Activision,2004.0,PC,PC,Various,80.0,8.9,1.0,2045.3271028037386,0,0,0,0,0,1,0,0,0
AGDQ_2020_Gato Roboto,AGDQ,2020,Gato Roboto,103,Any% - Unrestricted — PC,2020-01-10 12:12:00,0.3877777777777778,"RiskyCB, SNeaky, shedd",fir_,72523.0,15.0,365.0,15.6876790830946,965.0,0.0,0.0,0.0,0.0,doinksoft,Devolver Digital,2019.0,"PC, Nintendo Switch","PC, Switch",9,78.0,7.5,1.0,2488.5386819484243,0,1,0,0,0,1,0,0,0
AGDQ_2020_Darkened Skye,AGDQ,2020,Darkened Skye,104,Taste the Rainbow — PC,2020-01-10 12:49:00,0.7877777777777778,Lizstar,fir_,77101.0,10.0,2240.69,47.4052891396333,2229.0,0.0,0.0,0.0,0.0,Boston Animation,Simon & Schuster Interactive,2002.0,"PC, GameCube","PC, GameCube",6,,,1.0,2829.478138222849,0,1,0,0,0,1,0,0,0
AGDQ_2020_Touhou Luna Nights,AGDQ,2020,Touhou Luna Nights,105,Reverse Boss Order — PC,2020-01-10 13:50:00,0.5744444444444444,Sean_A,fir_,85616.0,10.0,2754.35,79.9134429400387,1333.0,0.0,0.0,0.0,0.0,Team Ladybug,Vaka Game Magazine,2019.0,PC,PC,Various,,,1.0,2320.502901353965,0,0,0,0,0,1,0,0,0
AGDQ_2020_VVVVVV,AGDQ,2020,VVVVVV,113388,Glitchless 100% — PC,2020-01-10 14:33:00,0.35083333333333333,mohoc,fir_,95469.0,16.0,2668.85,126.78622327791,1331.0,0.0,0.0,1.0,1.0,Terry Cavanagh,Terry Cavanagh,2010.0,PC,PC,Various,81.0,7.9,1.0,3793.8242280285035,0,0,0,0,0,1,0,0,0
AGDQ_2020_Celeste,AGDQ,2020,Celeste,107,Farewell — PC,2020-01-10 15:14:00,0.34305555555555556,flarebear,iggyzig,104586.0,25.0,7072.82,343.618785425101,1436.0,0.0,0.0,0.0,0.0,Maddy Makes Games,Maddy Makes Games,2018.0,"PlayStation 4, Xbox One, Nintendo Switch, PC","PS4, Xbox One, Nintendo Switch, PC",8,94.0,8.5,1.0,4185.9109311740895,1,1,1,0,0,1,0,0,0
AGDQ_2020_PAC-MAN Championship Edition DX+,AGDQ,2020,PAC-MAN Championship Edition DX+,108,All Time Trials (+DLC) — PC,2020-01-10 15:46:00,0.6216666666666667,teapartycthulu,LT_Humphrey,101979.0,15.0,2795.27,74.9402144772118,1399.0,0.0,0.0,0.0,0.0,Mine Loader Software,Namco Bandai Games,2013.0,PC,PC,Various,89.0,8.4,1.0,2250.402144772118,0,0,0,0,0,1,0,0,0
AGDQ_2020_Pac-Man Arrangement,AGDQ,2020,Pac-Man Arrangement,109,Any% — GBA,2020-01-10 16:38:00,0.16888888888888887,Joester98,LT_Humphrey,101973.0,15.0,885.0,87.3355263157895,485.0,0.0,0.0,0.0,0.0,Namco,Namco,1996.0,Arcade,Arcade,Various,,,0.0,2871.71052631579,0,0,0,0,0,0,0,1,0
AGDQ_2020_Pokemon X/Y,AGDQ,2020,Pokemon X/Y,90421,Any% — 3DS,2020-01-10 17:06:00,4.066944444444444,wartab,Geeketiquette,135581.0,25.0,47101.74,193.026733146643,23975.0,0.0,0.0,1.0,0.0,Game Freak,Nintendo,2013.0,Nintendo 3DS,Nintendo 3DS,7,87.0,7.8,0.0,5895.089133255926,0,1,0,0,0,0,0,0,0
AGDQ_2020_Mega Man X4,AGDQ,2020,Mega Man X4,111,Zero 100% — PC,2020-01-10 21:30:00,0.6911111111111111,Qttsix,Cutethulhoo,135016.0,75.0,25267.32,609.340514469453,4521.0,0.0,0.0,0.0,0.0,Capcom,Capcom,1997.0,"PlayStation, Sega Saturn","PlayStation, Sega Saturn",5,,,0.0,6541.639871382637,0,0,0,1,0,0,0,0,0
AGDQ_2020_Mega Man X3,AGDQ,2020,Mega Man X3,112,100% — SNES,2020-01-10 22:23:00,0.7680555555555556,darrenville,Cutethulhoo,135068.0,25.0,15485.82,336.039493670886,1959.0,0.0,0.0,0.0,0.0,Capcom,Capcom,1995.0,SNES,SNES,4,,,0.0,2550.5967450271246,0,1,0,0,0,0,0,0,0
AGDQ_2020_Mega Man X,AGDQ,2020,Mega Man X,113,100% Race — SNES,2020-01-10 23:24:00,0.6180555555555556,"Tokyo90, darrenville, Clipper1, Soppanaama",Cutethulhoo,147672.0,30.0,19579.14,527.976808988764,2754.0,0.0,0.0,0.0,0.0,Capcom,Capcom,1993.0,SNES,SNES,4,,,0.0,4455.91011235955,0,1,0,0,0,0,0,0,0
AGDQ_2020_TASBot plays Super Mario Bros. 3,AGDQ,2020,TASBot plays Super Mario Bros. 3,115,"Warps by Lord Tom, Tompa & Maru — NES",2020-01-11 00:24:00,0.17194444444444443,"dwangoAC, TASBot, TiKevin83",Raelcun,157260.0,25.0,31379.86,3041.66655896607,1985.0,0.0,1.0,0.0,0.0,Nintendo EAD,Nintendo,1988.0,NES,NES,3,,,0.0,11544.42649434572,0,1,0,0,0,0,0,0,0
AGDQ_2020_TASBot plays Super Mario Bros. 2,AGDQ,2020,TASBot plays Super Mario Bros. 2,116,Warpless by Aglar and AndrewG — NES,2020-01-11 00:40:00,0.30527777777777776,"dwangoAC, TASBot, TiKevin83",Raelcun,166870.0,25.0,18585.48,1014.67588717015,3367.0,0.0,1.0,0.0,0.0,Nintendo EAD,Nintendo,1988.0,NES,NES,3,,,0.0,11029.299363057326,0,1,0,0,0,0,0,0,0
AGDQ_2020_TASBot Plays Pokémon Blue,AGDQ,2020,TASBot Plays Pokémon Blue,122644,No Save Corruption — Game Boy,2020-01-11 01:05:00,0.1686111111111111,"dwangoAC, TASBot, TiKevin83, Gifvex",Raelcun,167474.0,25.0,6657.02,658.025041186162,2178.0,,,,,,,,,,,,,,12917.298187808898,0,0,0,0,0,0,0,0,1
AGDQ_2020_The Legend of Zelda: The Wind Waker,AGDQ,2020,The Legend of Zelda: The Wind Waker,114,Any% — Wii,2020-01-11 01:31:00,1.2266666666666668,CLG Linkus7,Mr. Game and Shout,162467.0,25.0,43340.65,588.867527173913,14271.0,0.0,0.0,1.0,0.0,Nintendo EAD,Nintendo,2002.0,GameCube,GameCube,6,96.0,9.0,0.0,11633.967391304346,0,1,0,0,0,0,0,0,0
AGDQ_2020_Super Mario 64 Randomizer,AGDQ,2020,Super Mario 64 Randomizer,118,70 Star — Wii VC,2020-01-11 03:14:00,1.0766666666666667,"Puncayshun, 360Chrism, Simply",Raelcun,158093.0,30.0,29966.56,463.878637770898,5661.0,0.0,0.0,0.0,0.0,Nintendo EAD,Nintendo,1996.0,Nintendo 64,N64,5,94.0,9.2,0.0,5257.894736842105,0,1,0,0,0,0,0,0,0
AGDQ_2020_Super Mario World,AGDQ,2020,Super Mario World,119,One Mind 11 Exit Coop — SNES,2020-01-11 04:39:00,0.24666666666666667,"authorblues, LackAttack24",CovertMuffin,159815.0,50.0,8997.29,607.925,2920.0,0.0,0.0,1.0,1.0,Nintendo EAD,Nintendo,1990.0,SNES,SNES,4,,,0.0,11837.837837837838,0,1,0,0,0,0,0,0,0
AGDQ_2020_Dark Souls,AGDQ,2020,Dark Souls,120,Any% — PC,2020-01-11 05:17:00,0.606111111111111,Regole,CovertMuffin,158058.0,50.0,27213.29,748.303116406966,3968.0,0.0,0.0,1.0,0.0,FromSoftware,Bandai Namco Games,2011.0,"PS3, Xbox 360","PS3, Xbox 360",7,89.0,8.6,0.0,6546.654445462878,1,0,1,0,0,0,0,0,0
AGDQ_2020_Control,AGDQ,2020,Control,121,Any% — PC,2020-01-11 06:06:00,1.146388888888889,Bryonato,Prolix,138182.0,30.0,13307.46,193.46925127211,5177.0,0.0,0.0,1.0,1.0,Remedy Entertainment,505 Games,2019.0,"PS4, Xbox One, PC","PS4, Xbox One, PC",8,85.0,7.7,1.0,4515.919554155561,1,0,1,0,0,1,0,0,0
AGDQ_2020_Trauma Center: New Blood,AGDQ,2020,Trauma Center: New Blood,128722,All Operations XS Rank — Wii,2020-01-11 07:41:00,2.9905555555555554,Thurler,GhostBird,110539.0,25.0,9128.71,50.8752182797696,6172.0,0.0,0.0,1.0,0.0,Atlus,Atlus,2007.0,Wii,Wii,7,81.0,8.2,0.0,2063.830577744752,0,1,0,0,0,0,0,0,0
AGDQ_2020_Bonk's Adventure,AGDQ,2020,Bonk's Adventure,127,Any% — TG-16,2020-01-11 10:54:00,0.48388888888888887,greatjhon,Sooraya,99080.0,25.0,1991.0,68.5763490241102,1087.0,0.0,0.0,0.0,0.0,Red Company,Hudson Soft,1989.0,TurboGrafx-16,TurboGrafx-16,4,,,0.0,2246.38346727899,0,0,0,0,0,0,0,0,1
AGDQ_2020_Tony Hawk's Project 8,AGDQ,2020,Tony Hawk's Project 8,123,Any% (360/PS3) — Xbox 360,2020-01-11 11:33:00,0.7455555555555555,ThePackle,KrunchyLex,100474.0,25.0,1760.41,39.3534277198212,1614.0,0.0,0.0,1.0,0.0,Neversoft,Activision,2006.0,"PlayStation 2, PlayStation 3, Xbox, Xbox 360","PS2, PS3, Xbox, Xbox 360",6,78.0,7.4,0.0,2164.828614008942,1,0,1,0,0,0,0,0,0
AGDQ_2020_Jumping Flash!,AGDQ,2020,Jumping Flash!,124,Any% — PSX,2020-01-11 12:30:00,0.3272222222222222,Joester98,KrunchyLex,91831.0,25.0,1362.95,69.4202037351443,796.0,0.0,0.0,0.0,0.0,Exact,Sony Computer Entertainment,1995.0,PlayStation,PlayStation,5,,,0.0,2432.5976230899832,0,0,0,0,0,0,0,0,0
AGDQ_2020_Kuru Kuru Kururin,AGDQ,2020,Kuru Kuru Kururin,125,Any% (Normal) — GBA,2020-01-11 13:19:00,0.24416666666666667,mohoc,Edobean,95077.0,20.0,658.49,44.9481228668942,1012.0,0.0,0.0,1.0,0.0,Eighting,Nintendo,2001.0,Game Boy Advance,Game Boy Advance,6,,,0.0,4144.709897610922,0,1,0,0,0,0,0,0,0
AGDQ_2020_Super Cat Bros,AGDQ,2020,Super Cat Bros,126,Any% — iPad,2020-01-11 13:41:00,0.5930555555555556,MrUppercaseT,Edobean,100857.0,20.0,2735.17,76.8666042154567,1761.0,0.0,0.0,0.0,0.0,Neutronized,Neutronized,2016.0,Mobile,Mobile,Various,,,0.0,2969.367681498829,0,0,0,0,0,0,1,0,0
AGDQ_2020_Castlevania: The Dracula X Chronicles,AGDQ,2020,Castlevania: The Dracula X Chronicles,24679,Bad Ending — PSTV,2020-01-11 14:24:00,0.3894444444444445,Satoryu,Sooraya,106109.0,25.0,2306.1,98.6918687589158,1122.0,0.0,0.0,1.0,1.0,Konami,Konami,2007.0,PSP,PSP,6,80.0,8.4,0.0,2881.027104136947,1,0,0,0,0,0,0,0,0
AGDQ_2020_Kingdom Hearts: Birth by Sleep Final Mix HD,AGDQ,2020,Kingdom Hearts: Birth by Sleep Final Mix HD,129,Critical/Level 1 Any% Character Bid War — PS4,2020-01-11 15:02:00,0.9041666666666667,Pessilist,iggyzig,119116.0,25.0,5589.2,103.026728110599,2199.0,0.0,0.0,1.0,0.0,Square Enix,Square Enix,2014.0,PlayStation 3,PS3,7,,,0.0,2432.073732718894,1,0,0,0,0,0,0,0,0
AGDQ_2020_Blasphemous,AGDQ,2020,Blasphemous,130,All Bosses - Glitched — PC,2020-01-11 16:07:00,0.8605555555555555,teddyras,cartridgeblowers,124483.0,25.0,8528.88,165.181665590704,4288.0,0.0,0.0,1.0,0.0,The Game Kitchen,Team17,2019.0,"PC, PS4, Xbox One, Switch","PC, PS4, Xbox One, Switch",8,77.0,8.1,1.0,4982.827630729503,1,1,1,0,0,1,0,0,0
AGDQ_2020_Katana Zero,AGDQ,2020,Katana Zero,131,All Stages — PC,2020-01-11 17:13:00,0.36527777777777776,yisk,SakuraTsubasa,126445.0,25.0,6223.37,283.956045627376,1214.0,0.0,0.0,1.0,1.0,Askiisoft,Devolver Digital,2019.0,"PC, Switch","PC, Switch",9,83.0,8.2,1.0,3323.4980988593156,0,1,0,0,0,1,0,0,0
AGDQ_2020_Clone Hero (Guitar Hero),AGDQ,2020,Clone Hero (Guitar Hero),132,Guitar Hero Showcase — PC,2020-01-11 17:58:00,0.8588888888888888,FrostedGH,LT_Humphrey,167358.0,21.12,52964.3,1027.76778783959,15598.0,0.0,0.0,1.0,1.0,Srylain Inc.,Srylain Inc.,2017.0,PC,PC,Various,,,1.0,18160.672703751618,0,0,0,0,0,1,0,0,0
AGDQ_2020_The Legend of Zelda: A Link to the Past Randomizer,AGDQ,2020,The Legend of Zelda: A Link to the Past Randomizer,133,"Open Mode, Crowd Control Difficulty — SNES",2020-01-11 19:11:00,3.6833333333333336,"Andy, Warp World",fir_,225088.0,30.0,127122.03,575.212805429864,33274.0,0.0,0.0,0.0,0.0,Nintendo EAD,Nintendo,1991.0,SNES,SNES,4,,,0.0,9033.66515837104,0,1,0,0,0,0,0,0,0
AGDQ_2020_Sekiro: Shadows Die Twice,AGDQ,2020,Sekiro: Shadows Die Twice,137014,All Memories & All Beads — PC,2020-01-11 23:09:00,1.5980555555555558,LilAggy,iggyzig,233595.0,25.0,74922.92,781.396697375282,10052.0,0.0,0.0,0.0,0.0,FromSoftware,Activision,2019.0,"PS4, Xbox One, PC","PS4, Xbox One, PC",8,90.0,8.2,1.0,6290.14427255345,1,0,1,0,0,1,0,0,0
AGDQ_2020_Untitled Goose Game,AGDQ,2020,Untitled Goose Game,134,All Main Tasks — PC,2020-01-12 00:57:00,0.2619444444444444,Tasselfoot,iggyzig,231347.0,30.0,41123.42,2616.54846235419,5272.0,0.0,0.0,1.0,1.0,House House,Panic,2019.0,"PC, Switch","PC, Switch",9,81.0,7.5,1.0,20126.405090137858,0,1,0,0,0,1,0,0,0
